XM_040172029.1	chrIII	3910478	3910478	chrIII	3911740	3917261	+	XM_040172029.1	path1	Q3S8M4	Elongation of very long chain fatty acids protein 4 {ECO:0000255|HAMAP-Rule:MF_03204, ECO:0000305}	3-keto acyl-CoA synthase ELOVL4 {ECO:0000255|HAMAP-Rule:MF_03204};ELOVL fatty acid elongase 4 {ECO:0000255|HAMAP-Rule:MF_03204};Very long chain 3-ketoacyl-CoA synthase 4 {ECO:0000255|HAMAP-Rule:MF_03204};Very long chain 3-oxoacyl-CoA synthase 4 {ECO:0000255|HAMAP-Rule:MF_03204};	 PF01151;	 GO:0005783;GO:0030176;GO:0102336;GO:0102337;GO:0102338;GO:0009922;GO:0102756;GO:0034625;GO:0034626;GO:0019367;GO:0035338;GO:0030148;GO:0006636;GO:0042761;	  C:endoplasmic reticulum; C:integral component of endoplasmic reticulum membrane;	  F:3-oxo-arachidoyl-CoA synthase activity; F:3-oxo-cerotoyl-CoA synthase activity; F:3-oxo-lignoceronyl-CoA synthase activity; F:fatty acid elongase activity; F:very-long-chain 3-ketoacyl-CoA synthase activity;	  P:fatty acid elongation, monounsaturated fatty acid; P:fatty acid elongation, polyunsaturated fatty acid; P:fatty acid elongation, saturated fatty acid; P:long-chain fatty-acyl-CoA biosynthetic process; P:sphingolipid biosynthetic process; P:unsaturated fatty acid biosynthetic process; P:very long-chain fatty acid biosynthetic process;
XM_040169835.1	chrIII	3939780	3939780	chrIII	3927883	3929106	+	XM_040169835.1	path1	P10289	Gastrotropin	Fatty acid-binding protein 6;Ileal lipid-binding protein;Porcine ileal peptide;	 	 GO:0005737;GO:0016020;GO:0008289;GO:0006869;	  C:cytoplasm; C:membrane;	  F:lipid binding;	  P:lipid transport;
XM_040171054.1	chrIII	3943593	3943593	chrIII	3963173	4010131	+	XM_040171054.1	path1	Q80TC6	Zinc finger SWIM domain-containing protein 5		 	 GO:0031462;GO:0008270;GO:1902667;	  C:Cul2-RING ubiquitin ligase complex;	  F:zinc ion binding;	  P:regulation of axon guidance;
XM_040171763.1	chrIII	3983795	3983795	chrIII	4015764	4021445	-	XM_040171763.1	path1	Q9PTS2	Uroporphyrinogen decarboxylase		 PF01208;	 GO:0005829;GO:0004853;GO:0006783;GO:0006778;GO:0006782;	  C:cytosol;	  F:uroporphyrinogen decarboxylase activity;	  P:heme biosynthetic process; P:porphyrin-containing compound metabolic process; P:protoporphyrinogen IX biosynthetic process;
XM_040170406.1	chrIII	3989857	3989857	chrIII	4023607	4035664	-	XM_040170406.1	path1	Q07014 Q63320	Tyrosine-protein kinase Lyn	V-yes-1 Yamaguchi sarcoma viral related oncogene homolog;p53Lyn;p56Lyn;	 PF07714;PF00017;PF00018;	 GO:0005912;GO:0005737;GO:0031234;GO:0098978;GO:0005794;GO:0034666;GO:0016020;GO:0045121;GO:0030061;GO:0005758;GO:0031966;GO:0005634;GO:0048471;GO:0005886;GO:0014069;GO:0099091;GO:0032991;GO:0005524;GO:0019899;GO:0046875;GO:0043015;GO:0043208;GO:0005178;GO:0044325;GO:0016301;GO:0004715;GO:0051219;GO:0140031;GO:0005161;GO:0004672;GO:0004713;GO:0044877;GO:0017124;GO:0005102;GO:0004714;GO:0031625;GO:0002250;GO:0001782;GO:0050853;GO:0030154;GO:0006974;GO:0031668;GO:0034605;GO:0071300;GO:0097028;GO:0030218;GO:0002774;GO:0002431;GO:0030097;GO:0002553;GO:0002768;GO:0045087;GO:0035556;GO:0031663;GO:0030889;GO:0008285;GO:0070373;GO:1902532;GO:0043407;GO:0070667;GO:0002762;GO:0001933;GO:0034136;GO:0034144;GO:0031175;GO:0014003;GO:0018108;GO:0002576;GO:1902961;GO:0030335;GO:0008284;GO:0051272;GO:2000670;GO:0060369;GO:0060252;GO:0070668;GO:0010976;GO:0070447;GO:0043552;GO:0042327;GO:0001934;GO:0070304;GO:0042531;GO:0046777;GO:0006468;GO:0002902;GO:0050855;GO:0033628;GO:0001817;GO:0070372;GO:0045646;GO:0050727;GO:0033003;GO:0043304;GO:0090025;GO:0090330;GO:0051279;GO:0043200;GO:0048678;GO:0009743;GO:0042493;GO:0009725;GO:0032868;GO:0014070;GO:0043434;GO:0006991;GO:0009636;GO:0002513;GO:0034142;GO:0007169;	  C:adherens junction; C:cytoplasm; C:extrinsic component of cytoplasmic side of plasma membrane; C:glutamatergic synapse; C:Golgi apparatus; C:integrin alpha2-beta1 complex; C:membrane; C:membrane raft; C:mitochondrial crista; C:mitochondrial intermembrane space; C:mitochondrial membrane; C:nucleus; C:perinuclear region of cytoplasm; C:plasma membrane; C:postsynaptic density; C:postsynaptic specialization, intracellular component; C:protein-containing complex;	  F:ATP binding; F:enzyme binding; F:ephrin receptor binding; F:gamma-tubulin binding; F:glycosphingolipid binding; F:integrin binding; F:ion channel binding; F:kinase activity; F:non-membrane spanning protein tyrosine kinase activity; F:phosphoprotein binding; F:phosphorylation-dependent protein binding; F:platelet-derived growth factor receptor binding; F:protein kinase activity; F:protein tyrosine kinase activity; F:protein-containing complex binding; F:SH3 domain binding; F:signaling receptor binding; F:transmembrane receptor protein tyrosine kinase activity; F:ubiquitin protein ligase binding;	  P:adaptive immune response; P:B cell homeostasis; P:B cell receptor signaling pathway; P:cell differentiation; P:cellular response to DNA damage stimulus; P:cellular response to extracellular stimulus; P:cellular response to heat; P:cellular response to retinoic acid; P:dendritic cell differentiation; P:erythrocyte differentiation; P:Fc receptor mediated inhibitory signaling pathway; P:Fc receptor mediated stimulatory signaling pathway; P:hemopoiesis; P:histamine secretion by mast cell; P:immune response-regulating cell surface receptor signaling pathway; P:innate immune response; P:intracellular signal transduction; P:lipopolysaccharide-mediated signaling pathway; P:negative regulation of B cell proliferation; P:negative regulation of cell population proliferation; P:negative regulation of ERK1 and ERK2 cascade; P:negative regulation of intracellular signal transduction; P:negative regulation of MAP kinase activity; P:negative regulation of mast cell proliferation; P:negative regulation of myeloid leukocyte differentiation; P:negative regulation of protein phosphorylation; P:negative regulation of toll-like receptor 2 signaling pathway; P:negative regulation of toll-like receptor 4 signaling pathway; P:neuron projection development; P:oligodendrocyte development; P:peptidyl-tyrosine phosphorylation; P:platelet degranulation; P:positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process; P:positive regulation of cell migration; P:positive regulation of cell population proliferation; P:positive regulation of cellular component movement; P:positive regulation of dendritic cell apoptotic process; P:positive regulation of Fc receptor mediated stimulatory signaling pathway; P:positive regulation of glial cell proliferation; P:positive regulation of mast cell proliferation; P:positive regulation of neuron projection development; P:positive regulation of oligodendrocyte progenitor proliferation; P:positive regulation of phosphatidylinositol 3-kinase activity; P:positive regulation of phosphorylation; P:positive regulation of protein phosphorylation; P:positive regulation of stress-activated protein kinase signaling cascade; P:positive regulation of tyrosine phosphorylation of STAT protein; P:protein autophosphorylation; P:protein phosphorylation; P:regulation of B cell apoptotic process; P:regulation of B cell receptor signaling pathway; P:regulation of cell adhesion mediated by integrin; P:regulation of cytokine production; P:regulation of ERK1 and ERK2 cascade; P:regulation of erythrocyte differentiation; P:regulation of inflammatory response; P:regulation of mast cell activation; P:regulation of mast cell degranulation; P:regulation of monocyte chemotaxis; P:regulation of platelet aggregation; P:regulation of release of sequestered calcium ion into cytosol; P:response to amino acid; P:response to axon injury; P:response to carbohydrate; P:response to drug; P:response to hormone; P:response to insulin; P:response to organic cyclic compound; P:response to peptide hormone; P:response to sterol depletion; P:response to toxic substance; P:tolerance induction to self antigen; P:toll-like receptor 4 signaling pathway; P:transmembrane receptor protein tyrosine kinase signaling pathway;
XM_040171436.1	chrIII	7293902	7293902	chrIII	7246756	7251038	+	XM_040171436.1	path1	Q91YL2	E3 ubiquitin-protein ligase RNF126 {ECO:0000305}	RING finger protein 126 {ECO:0000312|MGI:MGI:1917544};	 PF13639;PF14369;	 GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0005154;GO:0046872;GO:0061630;GO:0071629;GO:0042059;GO:0043161;GO:0070936;GO:0070534;GO:0006513;GO:0042127;GO:0042147;GO:0006511;GO:0043162;	  C:cytoplasm; C:cytosol; C:nucleoplasm; C:nucleus;	  F:epidermal growth factor receptor binding; F:metal ion binding; F:ubiquitin protein ligase activity;	  P:cytoplasm protein quality control by the ubiquitin-proteasome system; P:negative regulation of epidermal growth factor receptor signaling pathway; P:proteasome-mediated ubiquitin-dependent protein catabolic process; P:protein K48-linked ubiquitination; P:protein K63-linked ubiquitination; P:protein monoubiquitination; P:regulation of cell population proliferation; P:retrograde transport, endosome to Golgi; P:ubiquitin-dependent protein catabolic process; P:ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway;
XM_040171435.1	chrIII	7288474	7288474	chrIII	7252694	7277964	+	XM_040171435.1	path1	Q9UL51 O60742 O60743 O75267 Q9UBS2	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2	Brain cyclic nucleotide-gated channel 2;	 PF00027;PF00520;PF08412;	 GO:0098855;GO:0005887;GO:0005886;GO:0008076;GO:0030552;GO:0042802;GO:0005222;GO:0005249;GO:0005248;GO:0007267;GO:0071320;GO:0071321;GO:0086012;GO:1990573;GO:0071805;GO:0034765;GO:0042391;GO:0098719;GO:0035725;	  C:HCN channel complex; C:integral component of plasma membrane; C:plasma membrane; C:voltage-gated potassium channel complex;	  F:cAMP binding; F:identical protein binding; F:intracellular cAMP-activated cation channel activity; F:voltage-gated potassium channel activity; F:voltage-gated sodium channel activity;	  P:cell-cell signaling; P:cellular response to cAMP; P:cellular response to cGMP; P:membrane depolarization during cardiac muscle cell action potential; P:potassium ion import across plasma membrane; P:potassium ion transmembrane transport; P:regulation of ion transmembrane transport; P:regulation of membrane potential; P:sodium ion import across plasma membrane; P:sodium ion transmembrane transport;
XM_040171547.1	chrIII	7288474	7288474	chrIII	7291648	7296093	+	XM_040171547.1	path1	Q90WG1	Spindlin-Z		 PF02513;	 GO:0005634;GO:0007049;GO:0007276;	  C:nucleus;	 	  P:cell cycle; P:gamete generation;
XM_040171546.1	chrIII	7288474	7288474	chrIII	7291652	7296093	+	XM_040171546.1	path1	Q4V8J7	Spindlin-1	Spindlin1;	 PF02513;	 GO:0005829;GO:0005730;GO:0005654;GO:0005634;GO:0005819;GO:0003677;GO:0035064;GO:0006325;GO:0007276;GO:0051321;GO:0007275;GO:0045893;GO:0030177;GO:0006355;GO:0009303;GO:0016055;	  C:cytosol; C:nucleolus; C:nucleoplasm; C:nucleus; C:spindle;	  F:DNA binding; F:methylated histone binding;	  P:chromatin organization; P:gamete generation; P:meiotic cell cycle; P:multicellular organism development; P:positive regulation of transcription, DNA-templated; P:positive regulation of Wnt signaling pathway; P:regulation of transcription, DNA-templated; P:rRNA transcription; P:Wnt signaling pathway;
XM_040171795.1	chrIII	7288474	7288474	chrIII	7305422	7311711	-	XM_040171795.1	path1	Q9R1K5	Fizzy-related protein homolog	Cdh1/Hct1 homolog;	 PF12894;PF00400;	 GO:0005680;GO:0031965;GO:0005654;GO:0010997;GO:1990757;GO:0031145;GO:0007049;GO:0051301;GO:0006281;GO:0070306;GO:0090344;GO:1905786;GO:0008284;GO:0045732;GO:1904668;GO:0016567;GO:0051603;GO:0040020;GO:0072425;	  C:anaphase-promoting complex; C:nuclear membrane; C:nucleoplasm;	  F:anaphase-promoting complex binding; F:ubiquitin ligase activator activity;	  P:anaphase-promoting complex-dependent catabolic process; P:cell cycle; P:cell division; P:DNA repair; P:lens fiber cell differentiation; P:negative regulation of cell aging; P:positive regulation of anaphase-promoting complex-dependent catabolic process; P:positive regulation of cell population proliferation; P:positive regulation of protein catabolic process; P:positive regulation of ubiquitin protein ligase activity; P:protein ubiquitination; P:proteolysis involved in cellular protein catabolic process; P:regulation of meiotic nuclear division; P:signal transduction involved in G2 DNA damage checkpoint;
XM_040171184.1	chrIII	7288474	7288474	chrIII	7312068	7315636	-	XM_040171184.1	path1	Q6P0G8	Pleckstrin homology domain-containing family J member 1		 PF00169;	 GO:0005829;GO:0005769;GO:0055037;GO:0005802;GO:0007032;GO:0001881;GO:0042147;	  C:cytosol; C:early endosome; C:recycling endosome; C:trans-Golgi network;	 	  P:endosome organization; P:receptor recycling; P:retrograde transport, endosome to Golgi;
XM_040171181.1	chrIII	7288474	7288474	chrIII	7316221	7319238	+	XM_040171181.1	path1	Q15428 B2RBU1 D6W605 O75245	Splicing factor 3A subunit 2	SF3a66 {ECO:0000303|PubMed:11533230, ECO:0000303|PubMed:21349847};Spliceosome-associated protein 62;	 PF16835;	 GO:0071013;GO:0016607;GO:0005654;GO:0005634;GO:0005681;GO:0005686;GO:0071005;GO:0071004;GO:0003723;GO:0008270;GO:0000389;GO:0006397;GO:0000398;GO:0010976;GO:0000245;GO:1903241;	  C:catalytic step 2 spliceosome; C:nuclear speck; C:nucleoplasm; C:nucleus; C:spliceosomal complex; C:U2 snRNP; C:U2-type precatalytic spliceosome; C:U2-type prespliceosome;	  F:RNA binding; F:zinc ion binding;	  P:mRNA 3'-splice site recognition; P:mRNA processing; P:mRNA splicing, via spliceosome; P:positive regulation of neuron projection development; P:spliceosomal complex assembly; P:U2-type prespliceosome assembly;
XM_040172357.1	chrIII	7293901	7293901	chrIII	7335415	7343138	+	XM_040172357.1	path1	P79762 Q4VU46 Q4VU49 Q4VU50 Q4VU53 Q4VU54 Q4VU57 Q4VU62 Q4VU63 Q4VU66 Q9PWF8	Zona pellucida sperm-binding protein 3	Sperm receptor;Zona pellucida C protein;Zona pellucida glycoprotein 3;	 PF00100;	 GO:0045177;GO:0031012;GO:0005615;GO:0016021;GO:0005886;GO:0032190;GO:0042802;GO:0035804;GO:0007339;GO:0035803;GO:2000344;GO:0032570;GO:0033574;	  C:apical part of cell; C:extracellular matrix; C:extracellular space; C:integral component of membrane; C:plasma membrane;	  F:acrosin binding; F:identical protein binding; F:structural constituent of egg coat;	  P:binding of sperm to zona pellucida; P:egg coat formation; P:positive regulation of acrosome reaction; P:response to progesterone; P:response to testosterone;
XM_040171019.1	chrIII	7346671	7346671	chrIII	7378655	7391994	-	XM_040171019.1	path1	O95948	One cut domain family member 2	Hepatocyte nuclear factor 6-beta;One cut homeobox 2;Transcription factor ONECUT-2;	 PF02376;PF00046;	 GO:0015629;GO:0000785;GO:0005654;GO:0005634;GO:0001228;GO:0000981;GO:0000978;GO:1990837;GO:0009887;GO:0045165;GO:0060271;GO:0031018;GO:0002064;GO:0001889;GO:0030512;GO:0048935;GO:0030335;GO:0045944;GO:0001952;GO:0006357;	  C:actin cytoskeleton; C:chromatin; C:nucleoplasm; C:nucleus;	  F:DNA-binding transcription activator activity, RNA polymerase II-specific; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:sequence-specific double-stranded DNA binding;	  P:animal organ morphogenesis; P:cell fate commitment; P:cilium assembly; P:endocrine pancreas development; P:epithelial cell development; P:liver development; P:negative regulation of transforming growth factor beta receptor signaling pathway; P:peripheral nervous system neuron development; P:positive regulation of cell migration; P:positive regulation of transcription by RNA polymerase II; P:regulation of cell-matrix adhesion; P:regulation of transcription by RNA polymerase II;
XM_040170668.1	chrIII	7397661	7397661	chrIII	7410835	7433212	+	XM_040170668.1	path1	Q01978 Q5D0A6	Transcription factor E2-alpha	Transcription factor 3;Transcription factor XE12/XE47;	 PF00010;	 GO:0005634;GO:0043425;GO:0003700;GO:0000981;GO:0070888;GO:0046982;GO:0030154;GO:0007399;GO:0045666;GO:0045944;	  C:nucleus;	  F:bHLH transcription factor binding; F:DNA-binding transcription factor activity; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:E-box binding; F:protein heterodimerization activity;	  P:cell differentiation; P:nervous system development; P:positive regulation of neuron differentiation; P:positive regulation of transcription by RNA polymerase II;
XM_040170674.1	chrIII	7397661	7397661	chrIII	7441171	7444932	+	XM_040170674.1	path1	O95983 A8K4B7 D6W5Z2 Q6PIL9 Q6PJZ9 Q86XF4	Methyl-CpG-binding domain protein 3	Methyl-CpG-binding protein MBD3;	 PF01429;PF14048;PF16564;	 GO:0000785;GO:0005737;GO:0000792;GO:0005654;GO:0016581;GO:0032991;GO:0003682;GO:0003677;GO:0008327;GO:0007568;GO:0043044;GO:0007420;GO:0006346;GO:0048568;GO:0007507;GO:0016573;GO:0001701;GO:0000122;GO:0044030;GO:1901796;GO:0032355;GO:0031667;GO:0009888;	  C:chromatin; C:cytoplasm; C:heterochromatin; C:nucleoplasm; C:NuRD complex; C:protein-containing complex;	  F:chromatin binding; F:DNA binding; F:methyl-CpG binding;	  P:aging; P:ATP-dependent chromatin remodeling; P:brain development; P:DNA methylation-dependent heterochromatin assembly; P:embryonic organ development; P:heart development; P:histone acetylation; P:in utero embryonic development; P:negative regulation of transcription by RNA polymerase II; P:regulation of DNA methylation; P:regulation of signal transduction by p53 class mediator; P:response to estradiol; P:response to nutrient levels; P:tissue development;
XM_040170659.1	chrIII	7397661	7397661	chrIII	7446061	7453940	+	XM_040170659.1	path1	Q3UE17	RNA-binding protein MEX3D	RING finger and KH domain-containing protein 1;	 PF00013;	 GO:0005634;GO:0048471;GO:0046872;GO:0035925;GO:0003730;GO:0006402;GO:0061157;GO:0050779;	  C:nucleus; C:perinuclear region of cytoplasm;	  F:metal ion binding; F:mRNA 3'-UTR AU-rich region binding; F:mRNA 3'-UTR binding;	  P:mRNA catabolic process; P:mRNA destabilization; P:RNA destabilization;
XM_040170656.1	chrIII	7398663	7398663	chrIII	7454915	7479729	-	XM_040170656.1	path1	Q62768	Protein unc-13 homolog A {ECO:0000305}	Munc13-1;	 PF00130;PF00168;PF06292;PF10540;	 GO:0030424;GO:0044305;GO:0060076;GO:0098978;GO:0005798;GO:0031594;GO:0043005;GO:0005886;GO:0098793;GO:0048786;GO:0098831;GO:0042734;GO:0032991;GO:0045202;GO:0097060;GO:0030672;GO:0043195;GO:0005509;GO:0005516;GO:0019992;GO:0042802;GO:0005543;GO:0019904;GO:0047485;GO:0044877;GO:0000149;GO:0030507;GO:0019905;GO:0017075;GO:0050435;GO:0030154;GO:0061789;GO:0060384;GO:0035556;GO:0060291;GO:0007528;GO:0099011;GO:0007269;GO:1903861;GO:1900451;GO:0001956;GO:0031915;GO:0099525;GO:1902991;GO:0048172;GO:0010807;GO:0035249;GO:0016081;GO:0016079;GO:0016188;GO:0016082;	  C:axon; C:calyx of Held; C:excitatory synapse; C:glutamatergic synapse; C:Golgi-associated vesicle; C:neuromuscular junction; C:neuron projection; C:plasma membrane; C:presynapse; C:presynaptic active zone; C:presynaptic active zone cytoplasmic component; C:presynaptic membrane; C:protein-containing complex; C:synapse; C:synaptic membrane; C:synaptic vesicle membrane; C:terminal bouton;	  F:calcium ion binding; F:calmodulin binding; F:diacylglycerol binding; F:identical protein binding; F:phospholipid binding; F:protein domain specific binding; F:protein N-terminus binding; F:protein-containing complex binding; F:SNARE binding; F:spectrin binding; F:syntaxin binding; F:syntaxin-1 binding;	  P:amyloid-beta metabolic process; P:cell differentiation; P:dense core granule priming; P:innervation; P:intracellular signal transduction; P:long-term synaptic potentiation; P:neuromuscular junction development; P:neuronal dense core vesicle exocytosis; P:neurotransmitter secretion; P:positive regulation of dendrite extension; P:positive regulation of glutamate receptor signaling pathway; P:positive regulation of neurotransmitter secretion; P:positive regulation of synaptic plasticity; P:presynaptic dense core vesicle exocytosis; P:regulation of amyloid precursor protein catabolic process; P:regulation of short-term neuronal synaptic plasticity; P:regulation of synaptic vesicle priming; P:synaptic transmission, glutamatergic; P:synaptic vesicle docking; P:synaptic vesicle exocytosis; P:synaptic vesicle maturation; P:synaptic vesicle priming;
XM_040170669.1	chrIII	7469458	7469458	chrIII	7481063	7484980	+	XM_040170669.1	path1	Q9BX70 O60418 O75248 Q4VBZ1 Q6IAC5 Q7Z5W0 Q96SX8 Q9NPS1 Q9NX81	BTB/POZ domain-containing protein 2		 PF07707;PF00651;PF08005;	 GO:0005829;GO:0000932;GO:0022008;	  C:cytosol; C:P-body;	 	  P:neurogenesis;
XM_040170658.1	chrIII	7469458	7469458	chrIII	7485338	7491861	-	XM_040170658.1	path1	Q90705	Elongation factor 2		 PF00679;PF14492;PF03764;PF00009;PF03144;	 GO:0005737;GO:1990904;GO:0005525;GO:0003924;GO:0043022;GO:0003746;GO:0006414;	  C:cytoplasm; C:ribonucleoprotein complex;	  F:GTP binding; F:GTPase activity; F:ribosome binding; F:translation elongation factor activity;	  P:translational elongation;
XM_040170673.1	chrIII	7469458	7469458	chrIII	7494488	7499547	+	XM_040170673.1	path1	Q91XE9 Q8BWS0	Cyclic AMP-responsive element-binding protein 3-like protein 3	Transcription factor CREB-H;	 PF00170;	 GO:0005829;GO:0005783;GO:0005789;GO:0016021;GO:0016020;GO:0005654;GO:0005634;GO:0035497;GO:0001228;GO:0000981;GO:0046982;GO:0042803;GO:0000978;GO:0000977;GO:0000976;GO:0030968;GO:0045944;GO:1990440;GO:0006357;	  C:cytosol; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:integral component of membrane; C:membrane; C:nucleoplasm; C:nucleus;	  F:cAMP response element binding; F:DNA-binding transcription activator activity, RNA polymerase II-specific; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:protein heterodimerization activity; F:protein homodimerization activity; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:RNA polymerase II transcription regulatory region sequence-specific DNA binding; F:transcription regulatory region sequence-specific DNA binding;	  P:endoplasmic reticulum unfolded protein response; P:positive regulation of transcription by RNA polymerase II; P:positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress; P:regulation of transcription by RNA polymerase II;
XM_040172046.1	chrIII	7469458	7469458	chrIII	7502262	7504787	+	XM_040172046.1	path1	Q9NSD7 Q14DA5	Relaxin-3 receptor 1	G protein-coupled receptor SALPR;G-protein coupled receptor GPCR135;Relaxin family peptide receptor 3;Somatostatin- and angiotensin-like peptide receptor;	 PF00001;	 GO:0005887;GO:0005886;GO:0008528;GO:0004930;GO:0007186;GO:0007218;GO:0032467;	  C:integral component of plasma membrane; C:plasma membrane;	  F:G protein-coupled peptide receptor activity; F:G protein-coupled receptor activity;	  P:G protein-coupled receptor signaling pathway; P:neuropeptide signaling pathway; P:positive regulation of cytokinesis;
XM_040172047.1	chrIII	7469458	7469458	chrIII	7506046	7512245	-	XM_040172047.1	path1	Q8N6T7 B2RCD0 O75291 Q6IAF5 Q6PK99 Q8NCD2 Q9BSI5 Q9BWP3 Q9NRC7 Q9UQD1	NAD-dependent protein deacetylase sirtuin-6	Regulatory protein SIR2 homolog 6;SIR2-like protein 6;	 PF02146;	 GO:0099115;GO:0005737;GO:0005654;GO:0005634;GO:0019213;GO:0004407;GO:0003956;GO:0003950;GO:0070403;GO:0017136;GO:0046969;GO:0003714;GO:0008270;GO:0070932;GO:0000122;GO:1905555;GO:1902732;GO:0031940;GO:0120162;GO:1905549;GO:0032206;GO:1901485;GO:1905564;GO:0003247;GO:0006471;GO:0006476;GO:0010569;GO:0031667;	  C:chromosome, subtelomeric region; C:cytoplasm; C:nucleoplasm; C:nucleus;	  F:deacetylase activity; F:histone deacetylase activity; F:NAD(P)+-protein-arginine ADP-ribosyltransferase activity; F:NAD+ ADP-ribosyltransferase activity; F:NAD+ binding; F:NAD-dependent histone deacetylase activity; F:NAD-dependent histone deacetylase activity (H3-K9 specific); F:transcription corepressor activity; F:zinc ion binding;	  P:histone H3 deacetylation; P:negative regulation of transcription by RNA polymerase II; P:positive regulation of blood vessel branching; P:positive regulation of chondrocyte proliferation; P:positive regulation of chromatin silencing at telomere; P:positive regulation of cold-induced thermogenesis; P:positive regulation of subtelomeric heterochromatin assembly; P:positive regulation of telomere maintenance; P:positive regulation of transcription factor catabolic process; P:positive regulation of vascular endothelial cell proliferation; P:post-embryonic cardiac muscle cell growth involved in heart morphogenesis; P:protein ADP-ribosylation; P:protein deacetylation; P:regulation of double-strand break repair via homologous recombination; P:response to nutrient levels;
XM_040172055.1	chrIII	7469458	7469458	chrIII	7513359	7517606	-	XM_040172055.1	path1	Q8CFI2 Q505K8	Ubiquitin-conjugating enzyme E2 R1	(E3-independent) E2 ubiquitin-conjugating enzyme R1;E2 ubiquitin-conjugating enzyme R1;Ubiquitin-conjugating enzyme E2-32 kDa complementing;Ubiquitin-conjugating enzyme E2-CDC34;Ubiquitin-protein ligase R1;	 PF00179;	 GO:0005829;GO:0016607;GO:0005524;GO:0061631;GO:0004842;GO:0007049;GO:0035458;GO:0043951;GO:0090261;GO:0043525;GO:0043161;GO:0070936;GO:0006513;GO:0000209;GO:0016567;GO:0006511;	  C:cytosol; C:nuclear speck;	  F:ATP binding; F:ubiquitin conjugating enzyme activity; F:ubiquitin-protein transferase activity;	  P:cell cycle; P:cellular response to interferon-beta; P:negative regulation of cAMP-mediated signaling; P:positive regulation of inclusion body assembly; P:positive regulation of neuron apoptotic process; P:proteasome-mediated ubiquitin-dependent protein catabolic process; P:protein K48-linked ubiquitination; P:protein monoubiquitination; P:protein polyubiquitination; P:protein ubiquitination; P:ubiquitin-dependent protein catabolic process;
XM_040172048.1	chrIII	7469458	7469458	chrIII	7518201	7522744	+	XM_040172048.1	path1	F1Q8W0 A1L232	Cactin		 PF10312;PF09732;	 GO:0005737;GO:0005681;GO:0008595;GO:0001654;GO:0045087;GO:0045292;GO:0045824;GO:0007399;GO:0003407;GO:0040019;GO:0010468;	  C:cytoplasm; C:spliceosomal complex;	 	  P:anterior/posterior axis specification, embryo; P:eye development; P:innate immune response; P:mRNA cis splicing, via spliceosome; P:negative regulation of innate immune response; P:nervous system development; P:neural retina development; P:positive regulation of embryonic development; P:regulation of gene expression;
XM_040172049.1	chrIII	7469458	7469458	chrIII	7522944	7529342	-	XM_040172049.1	path1	Q9YHX4	Semaphorin-4E	Semaphorin-7;Semaphorin-Z7;	 PF01437;PF01403;	 GO:0005615;GO:0005887;GO:0045499;GO:0030215;GO:0007411;GO:0050919;GO:0010693;GO:0048843;GO:0000122;GO:0001755;GO:0043931;GO:0030335;GO:0043547;GO:0071526;	  C:extracellular space; C:integral component of plasma membrane;	  F:chemorepellent activity; F:semaphorin receptor binding;	  P:axon guidance; P:negative chemotaxis; P:negative regulation of alkaline phosphatase activity; P:negative regulation of axon extension involved in axon guidance; P:negative regulation of transcription by RNA polymerase II; P:neural crest cell migration; P:ossification involved in bone maturation; P:positive regulation of cell migration; P:positive regulation of GTPase activity; P:semaphorin-plexin signaling pathway;
XM_040172054.1	chrIII	7469458	7469458	chrIII	7529646	7534343	-	XM_040172054.1	path1	Q9UGK3 A6NKK3 Q9NXI2	Signal-transducing adaptor protein 2	Breast tumor kinase substrate;	 	 GO:0005829;GO:0005886;GO:0035591;GO:0042531;	  C:cytosol; C:plasma membrane;	  F:signaling adaptor activity;	  P:positive regulation of tyrosine phosphorylation of STAT protein;
XM_040172051.1	chrIII	7469458	7469458	chrIII	7534649	7543634	-	XM_040172051.1	path1	Q8AXV0	Endophilin-A2	Endophilin-2;SH3 domain-containing GRB2-like protein 2;SH3p8;	 PF03114;PF00018;	 GO:0030054;GO:0042995;GO:0031901;GO:0002102;GO:0008289;GO:0006897;	  C:cell junction; C:cell projection; C:early endosome membrane; C:podosome;	  F:lipid binding;	  P:endocytosis;
